date,tournament,tournament_url,position,player,deck,decklist_url
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,1st,xfile,Dimir Tempo,https://www.mtggoldfish.com/deck/7612326
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,2nd,O_danielakos,Izzet Delver,https://www.mtggoldfish.com/deck/7612316
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,3rd,CrazyMorango,Izzet Delver,https://www.mtggoldfish.com/deck/7612334
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,4th,giabella,Izzet Delver,https://www.mtggoldfish.com/deck/7612341
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,5th,Sprouts,Lands,https://www.mtggoldfish.com/deck/7612313
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,6th,AndrewWa,Dimir Tempo,https://www.mtggoldfish.com/deck/7612339
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,7th,MeninooNey,UBRG,https://www.mtggoldfish.com/deck/7612337
2026-02-04,Legacy Challenge 32 2026-02-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-04,8th,i_b_TRUE,Izzet Delver,https://www.mtggoldfish.com/deck/7612315
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,1st,wiky,Izzet Delver,https://www.mtggoldfish.com/deck/7607150
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,1st,ford0076,Doomsday,https://www.mtggoldfish.com/deck/7606130
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,2nd,ryugha,Eldrazi,https://www.mtggoldfish.com/deck/7607163
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,2nd,Selfeisek,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7606119
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,3rd,Light_Walker,Painter,https://www.mtggoldfish.com/deck/7607153
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,3rd,kozz27,Naya Initiative,https://www.mtggoldfish.com/deck/7606115
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,4th,EmperorOppai,Dimir Tempo,https://www.mtggoldfish.com/deck/7607155
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,4th,azmyk1231,Izzet Delver,https://www.mtggoldfish.com/deck/7606120
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,5th,oosunq,Cradle Control,https://www.mtggoldfish.com/deck/7607140
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,5th,katuo079595,Azorius Stoneblade,https://www.mtggoldfish.com/deck/7606116
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,6th,parkss,Dimir Tempo,https://www.mtggoldfish.com/deck/7607134
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,6th,Fuzzy_Meow,Lands,https://www.mtggoldfish.com/deck/7606133
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,7th,Akaleth,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7607137
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,7th,Trohck,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7606110
2026-02-01,Legacy Challenge 32 2026-02-01 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01-1,8th,JPA93,Sneak and Show,https://www.mtggoldfish.com/deck/7607141
2026-02-01,Legacy Challenge 32 2026-02-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-02-01,8th,RIDDLE0423,Dimir Tempo,https://www.mtggoldfish.com/deck/7606128
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,1st,Mav40121,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7603798
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,2nd,TheMagePower,Dimir Tempo,https://www.mtggoldfish.com/deck/7603793
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,3rd,Lord_Beerus,Dimir Tempo,https://www.mtggoldfish.com/deck/7603804
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,4th,Eureka22422,Doomsday,https://www.mtggoldfish.com/deck/7603799
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,5th,PekkaChu,Izzet Delver,https://www.mtggoldfish.com/deck/7603815
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,6th,kentaro_hokori,Dimir Tempo,https://www.mtggoldfish.com/deck/7603791
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,7th,TheGrimLavamancer,Sneak and Show,https://www.mtggoldfish.com/deck/7603809
2026-01-31,Legacy Challenge 32 2026-01-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-31,8th,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7603816
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,1st,xDingusKhan,Oops! All Spells,https://www.mtggoldfish.com/deck/7599915
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,2nd,_Batutinha_,Red Stompy,https://www.mtggoldfish.com/deck/7599903
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,3rd,RPSbonjwa,Affinity Stompy,https://www.mtggoldfish.com/deck/7599923
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,4th,fingers1991,Dimir Tempo,https://www.mtggoldfish.com/deck/7599902
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,5th,iBeRagingDaiy,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7599910
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,6th,haveaboavida,Dimir Tempo,https://www.mtggoldfish.com/deck/7599922
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,7th,makaaaa,Dimir Tempo,https://www.mtggoldfish.com/deck/7599928
2026-01-28,Legacy Challenge 32 2026-01-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-28,8th,SiL3nTGoaT,Red Stompy,https://www.mtggoldfish.com/deck/7599929
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,1st,xDingusKhan,Oops! All Spells,https://www.mtggoldfish.com/deck/7594027
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,1st,Trohck,Oops! All Spells,https://www.mtggoldfish.com/deck/7592494
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,2nd,misteriggins,Death and Taxes (Yorion) - Boros,https://www.mtggoldfish.com/deck/7594039
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,2nd,HJ_Kaiser,Dimir Tempo,https://www.mtggoldfish.com/deck/7592492
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,3rd,EmperorOppai,B,https://www.mtggoldfish.com/deck/7594030
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,3rd,Chris_McNasty,Azorius Tempo,https://www.mtggoldfish.com/deck/7592496
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,4th,ncsu31sb,Eldrazi,https://www.mtggoldfish.com/deck/7594014
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,4th,jankyb,Jeskai Control,https://www.mtggoldfish.com/deck/7592495
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,5th,Harry1232,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7594025
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,5th,silviawataru,Izzet Delver,https://www.mtggoldfish.com/deck/7592491
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,6th,HamAndCheese,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7594034
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,6th,Ryuho090,Dimir Tempo,https://www.mtggoldfish.com/deck/7592513
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,7th,Peppe,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7594017
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,7th,Venom1,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7592498
2026-01-25,Legacy Challenge 32 2026-01-25 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25-1,8th,Shuichi_Saito,Red Stompy,https://www.mtggoldfish.com/deck/7594042
2026-01-25,Legacy Challenge 32 2026-01-25,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-25,8th,Deskbot000,Oops! All Spells,https://www.mtggoldfish.com/deck/7592518
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,1st,stu909090,Dimir Tempo,https://www.mtggoldfish.com/deck/7591411
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,1st,Eureka22422,Doomsday,https://www.mtggoldfish.com/deck/7589088
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,2nd,JV_7777,Dimir Tempo,https://www.mtggoldfish.com/deck/7591401
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,2nd,Soundoftruth64,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7589096
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,3rd,AFX,Red Stompy,https://www.mtggoldfish.com/deck/7591389
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,3rd,GoblinK1ng,UBR,https://www.mtggoldfish.com/deck/7589100
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,4th,Carroz,WU,https://www.mtggoldfish.com/deck/7591400
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,4th,minyafriend,Dimir Tempo,https://www.mtggoldfish.com/deck/7589085
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,5th,Killabee,UBR,https://www.mtggoldfish.com/deck/7591391
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,5th,WadeB,Red Stompy,https://www.mtggoldfish.com/deck/7589101
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,6th,Pastratta,Lands,https://www.mtggoldfish.com/deck/7591407
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,6th,Statuskrow,Eldrazi,https://www.mtggoldfish.com/deck/7589084
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,7th,giabella,Izzet Delver,https://www.mtggoldfish.com/deck/7591418
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,7th,RIDDLE0423,Omni-Tell,https://www.mtggoldfish.com/deck/7589102
2026-01-24,Legacy Challenge 32 2026-01-24 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24-1,8th,Schmeckles,Eldrazi,https://www.mtggoldfish.com/deck/7591413
2026-01-24,Legacy Challenge 32 2026-01-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-24,8th,FarmerLGG,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7589089
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,1st,ice_nine_BIGFAN,Red Stompy,https://www.mtggoldfish.com/deck/7585488
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,2nd,boytriton,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7585487
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,3rd,mmapson125,Selesnya Depths,https://www.mtggoldfish.com/deck/7585474
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,4th,JPA93,Sneak and Show,https://www.mtggoldfish.com/deck/7585473
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,5th,hermanomlg,Jeskai Control,https://www.mtggoldfish.com/deck/7585478
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,6th,Stanshine,Affinity Stompy,https://www.mtggoldfish.com/deck/7585469
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,7th,2ndSiegeRhino,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7585475
2026-01-21,Legacy Challenge 32 2026-01-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-21,8th,V24,Lands,https://www.mtggoldfish.com/deck/7585484
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,1st,Oceansoul92,Dimir Tempo,https://www.mtggoldfish.com/deck/7579929
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,1st,Selfeisek,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7578967
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,2nd,wingzerofnc,Sneak and Show,https://www.mtggoldfish.com/deck/7579936
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,2nd,Lord_Beerus,Dimir Tempo,https://www.mtggoldfish.com/deck/7578965
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,3rd,Janosh12345,LED Dredge,https://www.mtggoldfish.com/deck/7579934
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,3rd,fredmcfred,Beanstalk Control (Yorion),https://www.mtggoldfish.com/deck/7578955
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,4th,maximusdee,Selesnya Depths,https://www.mtggoldfish.com/deck/7579933
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,4th,JohnDoe397,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7578975
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,5th,ReformedPaolo,Dimir Tempo,https://www.mtggoldfish.com/deck/7579939
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,5th,Trohck,Oops! All Spells,https://www.mtggoldfish.com/deck/7578954
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,6th,kentaro_hokori,Dimir Tempo,https://www.mtggoldfish.com/deck/7579921
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,6th,jankyb,Jeskai Control,https://www.mtggoldfish.com/deck/7578956
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,7th,Anonymous,Dimir Tempo,https://www.mtggoldfish.com/deck/7579930
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,7th,gazmon48,Azorius Stoneblade,https://www.mtggoldfish.com/deck/7578960
2026-01-18,Legacy Challenge 32 2026-01-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18-1,8th,Karazu,Eldrazi,https://www.mtggoldfish.com/deck/7579931
2026-01-18,Legacy Challenge 32 2026-01-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-18,8th,ryugha,Eldrazi,https://www.mtggoldfish.com/deck/7578978
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,1st,grindstone-cowboy,Dimir Tempo,https://www.mtggoldfish.com/deck/7577837
2026-01-17,Legacy Challenge 32 2026-01-17,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17,1st,Ryuho090,Dimir Tempo,https://www.mtggoldfish.com/deck/7576852
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,2nd,stu909090,Dimir Tempo,https://www.mtggoldfish.com/deck/7577831
2026-01-17,Legacy Challenge 32 2026-01-17,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17,2nd,RIDDLE0423,Omni-Tell,https://www.mtggoldfish.com/deck/7576851
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,3rd,Ark4n,Sultai Tempo,https://www.mtggoldfish.com/deck/7577820
2026-01-17,Legacy Challenge 32 2026-01-17,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17,3rd,ecobaronen,Dimir Tempo,https://www.mtggoldfish.com/deck/7576839
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,4th,jibeta,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7577822
2026-01-17,Legacy Challenge 32 2026-01-17,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17,4th,JohnDoe397,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7576854
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,5th,Oceansoul92,Dimir Tempo,https://www.mtggoldfish.com/deck/7577821
2026-01-17,Legacy Challenge 32 2026-01-17,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17,5th,Dazai,Dimir Tempo,https://www.mtggoldfish.com/deck/7576832
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,6th,ReformedPaolo,Dimir Tempo,https://www.mtggoldfish.com/deck/7577829
